Name,Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars
Poudre Trail ,EASY,3.9,72,Out & Back,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lee Martines Park,4.2
Cotton Creek Trail,EASY,11.1,603,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Cottonwood Creek Park,3.8
Cahill Pond Trail,EASY,2.6,413,Loop,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mueller State Park,3.9
Lagerman Reservoir Trail,EASY,1.6,19,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lagerman Agricultural Preserve,3.1
Vogel Canyon Trail,MODERATE,1.1,68,Out & Back,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,3.9
Johnson Reservoir and Clement Park Loop,EASY,1.7,26,Loop,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Clement Park,4.6
Fox Curve Loop,MODERATE,3.9,544,Loop,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sarvis Creek Wilderness,3.3
Sliderock to Kennebec Pass,MODERATE,6.2,1745,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hermosa Creek Wilderness Area,3.6
Caves to Point Lookout,MODERATE,8.0,2532,Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.8
Coyote Trail,HARD,3.7,964,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.1
Lower Columbine Trail,EASY,2.2,308,Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,3.7
Durango Mountain Resort Downhill Run,MODERATE,8.1,2171,Loop,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,San Juan National Forest,4.3
Twin Lakes Trail,MODERATE,5.9,1624,Out & Back,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.3
Zoom Chainsaw Flum Trail Loop,MODERATE,7.3,816,Loop,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.4
Mammoth Gulch to James Peak Trailhead,MODERATE,13.5,2755,Out & Back,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,James Peak Wilderness,4.0
Horseshoe Canyon,MODERATE,2.5,718,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.3
Green Mountain MTB Loop,MODERATE,6.2,1007,Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William F Hayden Green Mountain Park,4.4
"Shanahan - North Fork, South Fork and Connector Loop",MODERATE,3.5,797,Loop,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.0
Historic Ashcroft Boardwalk,EASY,0.5,62,Loop,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0
Aspen Mountain,HARD,8.8,3231,Out & Back,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4
Ruby Wash and Big Hole Wash Trail,MODERATE,7.9,800,Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Mountain Open Space,4.4
Round Mountain Ride,MODERATE,9.6,807,Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Black Ridge Trail,MODERATE,10.7,1354,Out & Back,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,4.0
Bluestem Loop Trail,EASY,1.4,22,Loop,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain Arsenal National Wildlife Refuge,3.9
Dallas Trail Ouray Section,MODERATE,7.2,2703,Out & Back,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.3
Straight Creek Trail,MODERATE,4.9,1700,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.5
The Loch and Lake of Glass,MODERATE,7.8,1761,Out & Back,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.9
Main Canyon Trail,EASY,11.5,823,Out & Back,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Book Cliffs Wilderness Study Area,3.6
West Monument Creek Loop Trail,MODERATE,8.6,2395,Loop,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.3
Lower Cement Creek Trail,EASY,5.0,423,Out & Back,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,3.7
Blodgett Peak Open Space Connector Loop,MODERATE,1.8,482,Loop,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Blodgett Peak Open Space,4.4
Red Mesa Loop,MODERATE,3.0,600,Loop,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,2.6
Bear Creek Dog Park Trail,EASY,2.0,269,Loop,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear Creek Regional Park,4.0
Geological Overlook Trail,EASY,1.1,357,Loop,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rocks Park,4.2
Boulder Lake,MODERATE,5.6,1499,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.4
Burro Trail to City Lights Ridge,MODERATE,2.6,820,Out & Back,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.6
Sundance Mountain Trail,MODERATE,3.0,583,Loop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0
Painter's Pause and Noble Meadow Loop,EASY,4.0,475,Loop,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elk Meadow Park,4.7
"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",MODERATE,6.3,1151,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8
Flowers Trail,HARD,29.7,5364,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.5
Mount Lady Washington and Chasm Lake,HARD,9.9,4002,Loop,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0
Horn Creek to Horn Lakes,MODERATE,9.7,2841,Out & Back,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sangre de Cristo Wilderness,3.6
Three Forks Trail,EASY,10.4,1863,Out & Back,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.8
Engineer Mountain Trail,HARD,14.6,2883,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Uncompahgre Wilderness,4.4
Jim Baker Reservior Trail,EASY,1.3,26,Loop,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennyson Knolls Park,3.3
Lion Trail and Hogback Valley Loop from Parking Lot 3,MODERATE,3.3,521,Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,4.4
West Branch to North Forks Trail and Twin Crater Lakes,MODERATE,12.8,2687,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawah Wilderness,4.3
Eider Creek ,HARD,12.2,3690,Out & Back,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.6
Glacier Gorge Trail to the Loch,MODERATE,5.5,1069,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
East Plum Creek Trail,EASY,10.7,436,Out & Back,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Douglas County Fairgrounds,3.7
Mount Fairchild Trail,HARD,20.5,5160,Loop,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,5.0
Tremont Mountain Trail,HARD,1.3,1145,Out & Back,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,3.3
Mesa Trail Loop,MODERATE,11.9,2273,Loop,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.4
Thunderhead Nature Walk,EASY,1.0,85,Loop,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.4
Bear Lake to Howell Park,MODERATE,9.0,1788,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0
Intemann Trail,EASY,3.8,583,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Park,3.3
Temple Trail,MODERATE,1.5,505,Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Temple Canyon Park,4.4
Sand Canyon to East Rock Creek Trail to Rock Creek Trail Loop,MODERATE,11.4,1092,Loop,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Canyons of The Ancients National Monument,4.5
Belcher Hill and Whippletree Trail,MODERATE,3.9,679,Out & Back,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.5
Blair Witch Trail via Horseshoe Gulch Trail,MODERATE,4.1,449,Loop,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.2
South Lateral Moraine Trail,EASY,4.6,275,Out & Back,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,3.5
Uranium Mine Trail,MODERATE,3.1,593,Out & Back,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.5
Red Dirt Trail,MODERATE,12.7,3090,Out & Back,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.0
Maggie Gulch Trail,EASY,10.2,2949,Out & Back,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Molas Park,4.3
Cheyenne and Grandview Trail Loop,EASY,1.8,183,Loop,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.3
Three Sisters,EASY,1.7,193,Out & Back,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dedisse Park,4.3
Bushnell Lakes Trail,MODERATE,5.8,2706,Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sangre de Cristo Wilderness,4.0
Coal Creek Trail ,EASY,14.8,291,Point to Point,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Heritage Park,3.4
Creekside Trail,EASY,0.7,32,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.2
Pulpit Rock Loop,EASY,0.9,249,Loop,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Austin Bluffs Open Space - Pulpit Rock,4.7
Sneve Gulch Trail,EASY,4.6,1656,Out & Back,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sylvan Lake State Park,3.7
Chicken Creek Trail,MODERATE,13.8,2247,Out & Back,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,3.7
Big Lake Trail,MODERATE,5.5,1259,Out & Back,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.5
Bard Creek Trail,HARD,14.0,2828,Point to Point,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.0
Sand Dune Pool,EASY,0.6,0,Loop,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Baca National Wildlife Refuge,3.3
The Pool via Fern Lake Trail,EASY,3.3,259,Out & Back,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,3.6
Pikes Peak from the Crags Trail,HARD,12.6,4468,Out & Back,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6
Village Walk and Red Rocks Day Hike,MODERATE,2.3,236,Out & Back,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthews Winters Park,4.5
Arbaney Kittel Day Hike,MODERATE,3.4,1446,Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3
Leon Peak Trail,MODERATE,5.9,1250,Loop,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.5
"Red Rock Canyon: Dog Trails, and Quarry",MODERATE,2.8,393,Loop,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Rock Canyon Open Space,4.6
Green Mountain via Ranger and E.M. Greenman Trail Loop,HARD,3.6,1486,Loop,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.7
Evergreen Mountain via East and West Trail Loop,HARD,5.5,1043,Loop,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,3.8
Tunnel Lake Trail,HARD,8.8,1938,Out & Back,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0
Hoosier Ridge,EASY,2.2,544,Loop,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Pike National Forest,4.2
Left Hand Trail,EASY,4.1,272,Out & Back,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Valley Ranch,3.7
Turret Trail,MODERATE,6.8,1089,Out & Back,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Browns Canyon National Monument,4.0
Doudy Draw to Flatirons Vista Trailhead,EASY,7.9,784,Loop,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.4
Greyrock Summit Trail,HARD,6.3,2129,Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.8
Nature Trail,EASY,2.2,324,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,3.9
Warembourg fish pond loop,EASY,1.7,45,Loop,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heritage Park,3.4
Midland Trail ,EASY,6.9,272,Out & Back,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Vermijo Park,3.6
Cub Lake Loop via Moraine Trail,MODERATE,9.8,1699,Loop,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.7
Eagles Nest Summit Loop,HARD,22.6,6709,Loop,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.5
Crater Lake,HARD,16.7,5239,Out & Back,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.5
Hot Sulphur Springs,EASY,1.0,16,Loop,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pioneer Park,2.6
Interlaken Trail,EASY,4.6,213,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.4
Uncompahgre River,MODERATE,7.8,341,Out & Back,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ridgway State Park,4.1
Nighthawk Trail,MODERATE,9.0,1624,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hall Ranch Open Space,3.8
East Spanish Peak,HARD,8.8,3238,Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.4
Colorado Trail : Segment 15,MODERATE,13.8,3507,Point to Point,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.0
Nelsons Camp Loop,MODERATE,9.1,1725,Loop,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pike National Forest,4.0
Grass Valley Reservoir,EASY,1.1,55,Out & Back,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harvey Gap State Park,3.8
Columbine Open Space,EASY,2.7,173,Loop,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Columbine Open Space,3.3
Vega Reservoir Trail,EASY,2.8,170,Out & Back,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Vega State Park,4.3
Beaver Reservoir to Monarch Lake Via Sawtooth Mountain,HARD,17.9,3290,Point to Point,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.0
Hunkidori Mine,HARD,5.9,1053,Out & Back,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0
Lower Silver Cascade Falls Trail,EASY,0.5,118,Out & Back,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,4.4
Waterdog Lake Trail,HARD,6.0,1479,Out & Back,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.5
South Standley Lake Trail Loop,EASY,3.3,193,Loop,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standley Lake Regional Park,4.3
Buffalo Trail,EASY,2.8,557,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.0
Coyote Run Loop Trail,EASY,1.6,154,Loop,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.1
Red Rocks Campground Loop,EASY,1.0,101,Loop,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.8
Owl Trail,EASY,1.4,49,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear Creek Lake Regional Park,4.0
N.C.A.R. and Mesa Trail: Table Mountain to Boulder Creek,MODERATE,5.0,859,Point to Point,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.7
Chalk Mountain,EASY,6.9,1837,Loop,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,San Isabel National Forest,3.8
Foothills Nature Trail to CCC Shelter,EASY,1.9,423,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.3
