,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
1672,Mummy Mountain Trail,HARD,14.8 miles,"4,904 feet",Loop,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,1672,https://www.alltrails.com/trail/us/colorado/mummy-mountain-trail?ref=result-card
1673,Hecla Lake to Waneka Lake Loop ,EASY,2.9 miles,65 feet,Loop,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,None,4.1,1673,https://www.alltrails.com/trail/us/colorado/waneka-lake-to-hecla-lake-loop?ref=result-card
1674,South Creek Trail,MODERATE,3.5 miles,823 feet,Out & Back,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0,1674,https://www.alltrails.com/trail/us/colorado/south-creek-trail?ref=result-card
1675,Lenhardy Cutoff,EASY,9.9 miles,"1,745 feet",Point to Point,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.4,1675,https://www.alltrails.com/trail/us/colorado/lenhardy-cutoff?ref=result-card
1676,Picayne and Placer Gulches,EASY,8.9 miles,"2,027 feet",Loop,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.3,1676,https://www.alltrails.com/trail/us/colorado/picayne-and-placer-gulches?ref=result-card
1677,Teocalli Ridge Loop Trail,HARD,10.9 miles,"2,303 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.2,1677,https://www.alltrails.com/trail/us/colorado/teocalli-ridge-loop-trail?ref=result-card
1678,Brush Creek Lakes,MODERATE,8.1 miles,"1,948 feet",Out & Back,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.0,1678,https://www.alltrails.com/trail/us/colorado/brush-creek-lakes?ref=result-card
1679,Mandall Lakes Trail (#1121),MODERATE,9.0 miles,"1,440 feet",Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.7,1679,https://www.alltrails.com/trail/us/colorado/mandall-lakes-trail-1121?ref=result-card
1680,Hermit Pass,EASY,8.1 miles,"4,412 feet",Point to Point,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.2,1680,https://www.alltrails.com/trail/us/colorado/hermit-pass--4?ref=result-card
1681,Waneka Lake,EASY,1.2 miles,9 feet,Loop,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waneka Park,4.3,1681,https://www.alltrails.com/trail/us/colorado/waneka-lake?ref=result-card
1682,Village Trail,EASY,3.6 miles,180 feet,Point to Point,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.0,1682,https://www.alltrails.com/trail/us/colorado/village-trail?ref=result-card
1683,Mount Bross,HARD,3.1 miles,"2,122 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.4,1683,https://www.alltrails.com/trail/us/colorado/mount-bross--2?ref=result-card
1684,Hogback Valley and Codell Loop,MODERATE,1.7 miles,252 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,4.4,1684,https://www.alltrails.com/trail/us/colorado/hogback-valley-and-codell-loop?ref=result-card
1685,Viewpoint Trail,MODERATE,1.8 miles,495 feet,Out & Back,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.5,1685,https://www.alltrails.com/trail/us/colorado/viewpoint-trail?ref=result-card
1686,Snow Mountain Trail,MODERATE,3.9 miles,456 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.3,1686,https://www.alltrails.com/trail/us/colorado/snow-mountain-trail?ref=result-card
1687,Longhorn Trail to Shorthorn Trail to Belcher Hill Trail to Sawmill Trail Loop,MODERATE,4.3 miles,830 feet,Loop,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.5,1687,https://www.alltrails.com/trail/us/colorado/longhorn-shorthorn-belcher-hill-sawmill-trail?ref=result-card
1688,Red and Iron Mountains via Intemann Trail,MODERATE,5.7 miles,"1,650 feet",Loop,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.7,1688,https://www.alltrails.com/trail/us/colorado/red-and-iron-mountains-via-intemann-trail?ref=result-card
1689,Fulford Cave Trail,MODERATE,0.9 miles,534 feet,Out & Back,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White River National Forest,4.0,1689,https://www.alltrails.com/trail/us/colorado/fulford-cave-trail?ref=result-card
1690,Boggy Draw Trail,MODERATE,8.4 miles,515 feet,Loop,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.2,1690,https://www.alltrails.com/trail/us/colorado/boggy-draw-trail?ref=result-card
1691,Bearberry and Silver Fox Loop,MODERATE,2.2 miles,232 feet,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,4.2,1691,https://www.alltrails.com/trail/us/colorado/bearberry-and-silver-fox-loop?ref=result-card
1692,Mee Canyon Trail,MODERATE,5.6 miles,"1,505 feet",Out & Back,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None,5.0,1692,https://www.alltrails.com/trail/us/colorado/mee-canyon-trail?ref=result-card
1693,Ute Pass Trail,MODERATE,4.0 miles,918 feet,Out & Back,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.8,1693,https://www.alltrails.com/trail/us/colorado/ute-pass-trail?ref=result-card
1694,Hot Springs Canyon Trail,EASY,4.8 miles,"1,591 feet",Out & Back,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.2,1694,https://www.alltrails.com/trail/us/colorado/hot-springs-canyon-trail?ref=result-card
1695,Cherry Creek Natural Area,EASY,5.5 miles,111 feet,Out & Back,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherry Creek State Park,3.6,1695,https://www.alltrails.com/trail/us/colorado/cherry-creek-natural-area?ref=result-card
1696,Chapman Hill Loop,MODERATE,1.8 miles,337 feet,Loop,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,1696,https://www.alltrails.com/trail/us/colorado/chapman-hill-loop?ref=result-card
1697,Kreutzer Nature Trail,MODERATE,2.0 miles,603 feet,Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.6,1697,https://www.alltrails.com/trail/us/colorado/kreutzer-nature-trail?ref=result-card
1698,Rawhide Trail and Wrangler's Run Trail,EASY,2.1 miles,387 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.3,1698,https://www.alltrails.com/trail/us/colorado/rawhide-trail-and-wranglers-run-trail?ref=result-card
1699,Buffalo Meadows Via Rich Creek,MODERATE,12.6 miles,"2,148 feet",Out & Back,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buffalo Peaks Wilderness,4.3,1699,https://www.alltrails.com/trail/us/colorado/buffalo-meadows-via-rich-creek?ref=result-card
1700,Summerville Trail,MODERATE,21.3 miles,"5,889 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.3,1700,https://www.alltrails.com/trail/us/colorado/summerville-trail?ref=result-card
1701,Jones Creek and Dutch Creek,HARD,9.7 miles,"1,328 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.1,1701,https://www.alltrails.com/trail/us/colorado/jones-creek-and-dutch-creek-loop?ref=result-card
1702,Picket Wire Canyonlands Trail,HARD,17.0 miles,830 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,4.4,1702,https://www.alltrails.com/trail/us/colorado/picket-wire-canyonlands-trail?ref=result-card
1703,Crestone Needle from Old South Colony Trailhead,HARD,5.5 miles,"3,008 feet",Out & Back,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sangre de Cristo Wilderness,5.0,1703,https://www.alltrails.com/trail/us/colorado/crestone-needle-from-south-colony-lakes?ref=result-card
1704,Castor Cut-Off Trail,EASY,0.8 miles,65 feet,Loop,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.4,1704,https://www.alltrails.com/trail/us/colorado/castor-cut-off-trail?ref=result-card
1705,Crested Butte Upper and Lower Loop,MODERATE,4.6 miles,337 feet,Loop,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.8,1705,https://www.alltrails.com/trail/us/colorado/crested-butte-upper-and-lower-loop?ref=result-card
1706,"Harmonica Arch, Shaft House, and Goose Creek Loop",MODERATE,10.6 miles,"1,978 feet",Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,5.0,1706,https://www.alltrails.com/trail/us/colorado/harmonica-arch-shaft-house-and-goose-creek-loop?ref=result-card
1707,Beaver Brook Trail,MODERATE,3.1 miles,577 feet,Out & Back,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.9,1707,https://www.alltrails.com/trail/us/colorado/beaver-brook-trail--4?ref=result-card
1708,Colorado Trail : Segment 10,HARD,12.5 miles,"2,480 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Massive Wilderness,4.4,1708,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-10?ref=result-card
1709,Clark Peak Summit Trail,MODERATE,9.5 miles,"3,887 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.2,1709,https://www.alltrails.com/trail/us/colorado/clark-peak-summit-trail?ref=result-card
1710,Dakota Ridge Trail,EASY,4.1 miles,921 feet,Out & Back,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthews Winters Park,4.1,1710,https://www.alltrails.com/trail/us/colorado/dakota-ridge-trail--4?ref=result-card
1711,Hogback Nature Loop Trail,EASY,1.5 miles,177 feet,Loop,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lathrop State Park,4.4,1711,https://www.alltrails.com/trail/us/colorado/hogback-nature-loop-trail?ref=result-card
1712,Rifle Gap Reservoir,EASY,1.5 miles,91 feet,Out & Back,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rifle Gap State Park,4.4,1712,https://www.alltrails.com/trail/us/colorado/rifle-gap-reservoir?ref=result-card
1713,"Green Mountain via Gregory Canyon, Ranger, E.M. Greenman, Saddle Rock and Amphitheater Loop",HARD,4.6 miles,"2,398 feet",Loop,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.6,1713,https://www.alltrails.com/trail/us/colorado/green-mountain-via-gregory-canyon-ranger-em-greenman-saddle-rock-and-amphitheater-loop?ref=result-card
1714,Andy's Loop Trail,HARD,18.5 miles,"3,582 feet",Loop,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.7,1714,https://www.alltrails.com/trail/us/colorado/andys-loop-trail?ref=result-card
1715,Independence Townsite,EASY,0.4 miles,42 feet,Loop,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.4,1715,https://www.alltrails.com/trail/us/colorado/independence-townsite?ref=result-card
1716,Waldrop North Trail,EASY,4.2 miles,475 feet,Out & Back,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.8,1716,https://www.alltrails.com/trail/us/colorado/waldrop-north-trail?ref=result-card
1717,Vindicator Valley Trail,EASY,2.2 miles,344 feet,Loop,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,4.7,1717,https://www.alltrails.com/trail/us/colorado/vindicator-valley-trail?ref=result-card
1718,Horn Peak Trail,HARD,6.9 miles,"2,644 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.7,1718,https://www.alltrails.com/trail/us/colorado/horn-peak-trail?ref=result-card
1719,Oil Well Flats Trail,MODERATE,10.4 miles,"1,368 feet",Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.9,1719,https://www.alltrails.com/trail/us/colorado/oil-well-flats-trail?ref=result-card
1720,Eureka Gulch to Lake Emma,EASY,7.9 miles,"2,375 feet",Out & Back,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1720,https://www.alltrails.com/trail/us/colorado/eureka-gulch-to-lake-emma?ref=result-card
1721,Treeline Loop,EASY,2.6 miles,328 feet,Loop,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0,1721,https://www.alltrails.com/trail/us/colorado/treeline-loop?ref=result-card
1722,Last Dollar 4x4 Road,EASY,20.6 miles,"3,015 feet",Point to Point,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre Wilderness,3.9,1722,https://www.alltrails.com/trail/us/colorado/last-dollar-4x4-road?ref=result-card
1723,Peltier Lake Trail,MODERATE,5.9 miles,"1,571 feet",Out & Back,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0,1723,https://www.alltrails.com/trail/us/colorado/peltier-lake-trail?ref=result-card
1724,Niedrach Nature Trail and Gazebo Boardwalk,EASY,3.4 miles,36 feet,Out & Back,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Barr Lake State Park,3.5,1724,https://www.alltrails.com/trail/us/colorado/niedrach-nature-trail-and-gazebo-boardwalk?ref=result-card
1725,West Bench Trail,EASY,12.2 miles,"1,128 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.4,1725,https://www.alltrails.com/trail/us/colorado/west-bench-trail?ref=result-card
1726,Wellington Ditch Trail,EASY,1.8 miles,157 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Sand Dunes National Park,3.9,1726,https://www.alltrails.com/trail/us/colorado/wellington-ditch-trail?ref=result-card
1727,Cottonwood Creek Trail,EASY,5.0 miles,223 feet,Loop,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cottonwood Creek Park,4.4,1727,https://www.alltrails.com/trail/us/colorado/cottonwood-creek-trail--2?ref=result-card
1728,Rock Island Trail,EASY,11.7 miles,341 feet,Out & Back,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,None,3.5,1728,https://www.alltrails.com/trail/us/colorado/rock-island-trail?ref=result-card
1729,Sale Barn - South Rim - Cowboy Loop,MODERATE,10.2 miles,"1,161 feet",Loop,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.6,1729,https://www.alltrails.com/trail/us/colorado/sale-barn-south-rim-cowboy-loop?ref=result-card
1730,Hunters Lake Loop,EASY,4.0 miles,751 feet,Loop,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.1,1730,https://www.alltrails.com/trail/us/colorado/hunters-lake-loop?ref=result-card
1731,Aspen Mountain Trail,MODERATE,5.0 miles,"1,906 feet",Out & Back,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.5,1731,https://www.alltrails.com/trail/us/colorado/aspen-mountain-trail?ref=result-card
1732,Red & White Mountain,MODERATE,11.8 miles,"1,118 feet",Point to Point,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.7,1732,https://www.alltrails.com/trail/us/colorado/red-white-mountain?ref=result-card
1733,Lower Crater Lakes via Rogers Pass Trail,EASY,6.6 miles,"1,610 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt/Arapaho National Forest,4.5,1733,https://www.alltrails.com/trail/us/colorado/lower-crater-lakes-via-rogers-pass-trail?ref=result-card
1734,Conundrum Creek Day Hike,MODERATE,3.6 miles,593 feet,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.5,1734,https://www.alltrails.com/trail/us/colorado/conundrum-creek-day-hike?ref=result-card
1735,Signal Peak Loop ,MODERATE,9.6 miles,"1,420 feet",Loop,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,1735,https://www.alltrails.com/trail/us/colorado/signal-peak?ref=result-card
1736,The Cadet Chapel at the U.S. Air Force Academy Trail,EASY,0.8 miles,78 feet,Out & Back,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,3.6,1736,https://www.alltrails.com/trail/us/colorado/the-cadet-chapel-at-the-us-air-force-academy-trail?ref=result-card
1737,Seven Lakes Trail,HARD,11.3 miles,"2,047 feet",Out & Back,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,0.0,1737,https://www.alltrails.com/trail/us/colorado/seven-lakes-trail?ref=result-card
1738,Santa Fe Peak ,MODERATE,18.7 miles,"5,925 feet",Out & Back,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4,1738,https://www.alltrails.com/trail/us/colorado/santa-fe-peak--3?ref=result-card
1739,Ginny Trail to Valley Loop Trail,MODERATE,9.0 miles,"1,604 feet",Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bobcat Ridge Natural Area,3.8,1739,https://www.alltrails.com/trail/us/colorado/ginny-trail-to-valley-loop-trail?ref=result-card
1740,Poudre Trail ,EASY,3.9 miles,72 feet,Out & Back,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lee Martines Park,4.2,1740,https://www.alltrails.com/trail/us/colorado/poudre-trail--3?ref=result-card
1741,Cotton Creek Trail,EASY,11.1 miles,603 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Cottonwood Creek Park,3.8,1741,https://www.alltrails.com/trail/us/colorado/cotton-creek-trail--2?ref=result-card
1742,Cahill Pond Trail,EASY,2.6 miles,413 feet,Loop,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mueller State Park,3.9,1742,https://www.alltrails.com/trail/us/colorado/cahill-pond-trail?ref=result-card
1743,Lagerman Reservoir Trail,EASY,1.6 miles,19 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lagerman Agricultural Preserve,3.1,1743,https://www.alltrails.com/trail/us/colorado/lagerman-reservoir-trail?ref=result-card
1744,Vogel Canyon Trail,MODERATE,1.1 miles,68 feet,Out & Back,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,3.9,1744,https://www.alltrails.com/trail/us/colorado/vogel-canyon-trail?ref=result-card
1745,Quincy Reservoir,EASY,3.1 miles,91 feet,Loop,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.4,1745,https://www.alltrails.com/trail/us/colorado/quincy-reservoir?ref=result-card
1746,Johnson Reservoir and Clement Park Loop,EASY,1.7 miles,26 feet,Loop,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Clement Park,4.6,1746,https://www.alltrails.com/trail/us/colorado/johnson-reservoir-and-clement-park-loop?ref=result-card
1747,Fox Curve Loop,MODERATE,3.9 miles,544 feet,Loop,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sarvis Creek Wilderness,3.3,1747,https://www.alltrails.com/trail/us/colorado/fox-curve-loop--2?ref=result-card
1748,Sliderock to Kennebec Pass,MODERATE,6.2 miles,"1,745 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hermosa Creek Wilderness Area,3.6,1748,https://www.alltrails.com/trail/us/colorado/sliderock-to-kennebec-pass?ref=result-card
1749,Bear Creek Nature Trail,EASY,0.9 miles,131 feet,Loop,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,1749,https://www.alltrails.com/trail/us/colorado/bear-creek-nature-trail?ref=result-card
1750,Caves to Point Lookout,MODERATE,8.0 miles,"2,532 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.8,1750,https://www.alltrails.com/trail/us/colorado/caves-to-point-lookout?ref=result-card
1751,The Ridge,HARD,5.5 miles,977 feet,Loop,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1751,https://www.alltrails.com/trail/us/colorado/the-ridge?ref=result-card
1752,Kendall Peak Road,MODERATE,9.5 miles,"2,949 feet",Out & Back,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1752,https://www.alltrails.com/trail/us/colorado/kendall-peak-road?ref=result-card
1753,Coyote Trail,HARD,3.7 miles,964 feet,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.1,1753,https://www.alltrails.com/trail/us/colorado/coyote-trail--2?ref=result-card
